epoch,train_loss,val_acc,val_precision,val_recall,val_f1
1,0.6181824000643902,0.696078431372549,0.6377952755905512,0.9938650306748467,0.7769784172661871
2,0.4284444198714661,0.7810457516339869,0.8809523809523809,0.6809815950920245,0.7681660899653979
3,0.19792281473666185,0.7712418300653595,0.8251748251748252,0.7239263803680982,0.7712418300653595
4,0.039741601566707745,0.7843137254901961,0.8129032258064516,0.7730061349693251,0.7924528301886793
5,0.011041756401403395,0.7973856209150327,0.7988165680473372,0.8282208588957055,0.8132530120481928
