epoch,train_loss,val_acc,val_precision,val_recall,val_f1
1,0.6448931801025984,0.6895424836601307,0.7123287671232876,0.6624203821656051,0.6864686468646864
2,0.47343859874078487,0.7483660130718954,0.6904761904761905,0.9235668789808917,0.7901907356948229
3,0.24785828600775023,0.7418300653594772,0.756578947368421,0.732484076433121,0.7443365695792881
4,0.074753520982798,0.7352941176470589,0.7065217391304348,0.8280254777070064,0.7624633431085044
5,0.026382912034321516,0.7287581699346405,0.7126436781609196,0.7898089171974523,0.7492447129909365
