epoch,train_loss,val_acc,val_precision,val_recall,val_f1
1,0.6256409857116761,0.7026143790849673,0.6774193548387096,0.802547770700637,0.7346938775510204
2,0.5192220528594783,0.7549019607843137,0.7135416666666666,0.8726114649681529,0.7851002865329513
3,0.3441365167376448,0.7352941176470589,0.6881188118811881,0.8853503184713376,0.7743732590529248
4,0.15165413550757725,0.7287581699346405,0.7761194029850746,0.6624203821656051,0.7147766323024055
5,0.055067786617112945,0.7320261437908496,0.7358490566037735,0.7452229299363057,0.740506329113924
